#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
P37023	P01137	1	TGF_beta_Receptor	7	physical	ACVRL1	TGFB1
P35658	P84022	1	TGF_beta_Receptor	7	physical	NUP214	SMAD3
P35658	Q13485	1	TGF_beta_Receptor	7	physical	NUP214	SMAD4
Q8TAK6	P84022	1	TGF_beta_Receptor	7	physical	OLIG1	SMAD3
Q8TAK6	Q13485	1	TGF_beta_Receptor	7	physical	OLIG1	SMAD4
Q8TEW0	Q15796	1	TGF_beta_Receptor	7	physical	PARD3	SMAD2
Q8TEW0	P84022	1	TGF_beta_Receptor	7	physical	PARD3	SMAD3
Q8TEW0	Q13485	1	TGF_beta_Receptor	7	physical	PARD3	SMAD4
Q8TEW0	O15105	1	TGF_beta_Receptor	7	physical	PARD3	SMAD7
Q9NPB6	Q9HCE7	1	TGF_beta_Receptor	7	physical	PARD6A	SMURF1
Q9NPB6	P36897	1	TGF_beta_Receptor	7	physical	PARD6A	TGFBR1
Q15118	P84022	1	TGF_beta_Receptor	7	Phosphorylation	PDK1	SMAD3
Q15118	Q13485	1	TGF_beta_Receptor	7	Phosphorylation	PDK1	SMAD4
O15530	Q15796	1	TGF_beta_Receptor	7	physical	PDPK1	SMAD2
O15530	P84022	1	TGF_beta_Receptor	7	physical	PDPK1	SMAD3
O15530	Q13485	1	TGF_beta_Receptor	7	physical	PDPK1	SMAD4
O15530	O15105	1	TGF_beta_Receptor	7	physical	PDPK1	SMAD7
O15530	Q9Y3F4	1	TGF_beta_Receptor	7	physical	PDPK1	STRAP
O75925	Q13485	1	TGF_beta_Receptor	7	Sumoylation	PIAS1	SMAD4
O75928	Q13485	1	TGF_beta_Receptor	7	Sumoylation	PIAS2	SMAD4
P42336	P35222	1	TGF_beta_Receptor	7	physical	PIK3CA	CTNNB1
P27986	P36897	1	TGF_beta_Receptor	7	physical	PIK3R1	TGFBR1
P27986	P37173	1	TGF_beta_Receptor	7	physical	PIK3R1	TGFBR2
O00459	P36897	1	TGF_beta_Receptor	7	physical	PIK3R2	TGFBR1
O00459	P37173	1	TGF_beta_Receptor	7	physical	PIK3R2	TGFBR2
Q8NG27	P84022	1	TGF_beta_Receptor	7	Ubiquitination	PJA1	SMAD3
Q8NG27	Q01082	1	TGF_beta_Receptor	7	physical	PJA1	SPTBN1
Q8NG27	Q01082	1	TGF_beta_Receptor	7	Ubiquitination	PJA1	SPTBN1
P29590	Q15796	1	TGF_beta_Receptor	7	physical	PML	SMAD2
P29590	P84022	1	TGF_beta_Receptor	7	physical	PML	SMAD3
P29590	Q15583	1	TGF_beta_Receptor	7	physical	PML	TGIF1
P29590	O95405	1	TGF_beta_Receptor	7	physical	PML	ZFYVE9
P28340	O95067	1	TGF_beta_Receptor	7	physical	POLD1	CCNB2
P28340	P06400	1	TGF_beta_Receptor	7	physical	POLD1	RB1
P28340	P37173	1	TGF_beta_Receptor	7	physical	POLD1	TGFBR2
P35813	Q15796	1	TGF_beta_Receptor	7	physical	PPM1A	SMAD2
P35813	Q15796	1	TGF_beta_Receptor	7	Dephosphorylation	PPM1A	SMAD2
P36873	O75807	1	TGF_beta_Receptor	7	physical	PPP1CC	PPP1R15A
P36873	O15105	1	TGF_beta_Receptor	7	physical	PPP1CC	SMAD7
P36873	P36897	1	TGF_beta_Receptor	7	physical	PPP1CC	TGFBR1
P36873	P36897	1	TGF_beta_Receptor	7	Dephosphorylation	PPP1CC	TGFBR1
O75807	P36873	1	TGF_beta_Receptor	7	physical	PPP1R15A	PPP1CC
O75807	O15105	1	TGF_beta_Receptor	7	physical	PPP1R15A	SMAD7
O75807	P36897	1	TGF_beta_Receptor	7	physical	PPP1R15A	TGFBR1
O75807	P36897	1	TGF_beta_Receptor	7	Dephosphorylation	PPP1R15A	TGFBR1
P67775	O43318	1	TGF_beta_Receptor	7	physical	PPP2CA	MAP3K7
P67775	P23443	1	TGF_beta_Receptor	7	Dephosphorylation	PPP2CA	RPS6KB1
P67775	Q9UBS0	1	TGF_beta_Receptor	7	Dephosphorylation	PPP2CA	RPS6KB2
P30153	P36897	1	TGF_beta_Receptor	7	physical	PPP2R1A	TGFBR1
P30153	P37173	1	TGF_beta_Receptor	7	physical	PPP2R1A	TGFBR2
P30154	Q9UBS0	1	TGF_beta_Receptor	7	Dephosphorylation	PPP2R1B	RPS6KB2
P63151	P23443	1	TGF_beta_Receptor	7	Dephosphorylation	PPP2R2A	RPS6KB1
P63151	Q9UBS0	1	TGF_beta_Receptor	7	Dephosphorylation	PPP2R2A	RPS6KB2
P63151	P36897	1	TGF_beta_Receptor	7	physical	PPP2R2A	TGFBR1
P31321	P84022	1	TGF_beta_Receptor	7	physical	PRKAR1B	SMAD3
P31321	Q13485	1	TGF_beta_Receptor	7	physical	PRKAR1B	SMAD4
P13861	P84022	1	TGF_beta_Receptor	7	physical	PRKAR2A	SMAD3
P13861	Q13485	1	TGF_beta_Receptor	7	physical	PRKAR2A	SMAD4
Q05397	P49023	1	TGF_beta_Receptor	7	physical	PTK2	PXN
P49023	Q05397	1	TGF_beta_Receptor	7	physical	PXN	PTK2
P06400	P24941	1	TGF_beta_Receptor	7	physical	RB1	CDK2
P06400	Q16254	1	TGF_beta_Receptor	7	physical	RB1	E2F4
P06400	P28340	1	TGF_beta_Receptor	7	physical	RB1	POLD1
P28749	P24864	1	TGF_beta_Receptor	7	physical	RBL1	CCNE1
P28749	P24941	1	TGF_beta_Receptor	7	physical	RBL1	CDK2
P28749	Q16254	1	TGF_beta_Receptor	7	physical	RBL1	E2F4
P28749	Q15329	1	TGF_beta_Receptor	7	physical	RBL1	E2F5
P28749	P84022	1	TGF_beta_Receptor	7	physical	RBL1	SMAD3
P28749	Q13485	1	TGF_beta_Receptor	7	physical	RBL1	SMAD4
P28749	Q14186	1	TGF_beta_Receptor	7	physical	RBL1	TFDP1
Q08999	Q16254	1	TGF_beta_Receptor	7	physical	RBL2	E2F4
Q08999	Q15329	1	TGF_beta_Receptor	7	physical	RBL2	E2F5
Q08999	Q13547	1	TGF_beta_Receptor	7	physical	RBL2	HDAC1
Q08999	Q14186	1	TGF_beta_Receptor	7	physical	RBL2	TFDP1
P62877	P84022	1	TGF_beta_Receptor	7	Ubiquitination	RBX1	SMAD3
P62877	P84022	1	TGF_beta_Receptor	7	physical	RBX1	SMAD3
P61586	Q03135	1	TGF_beta_Receptor	7	physical	RHOA	CAV1
-	P12755	1	TGF_beta_Receptor	7	physical	RNF111	SKI
-	P12755	1	TGF_beta_Receptor	7	Ubiquitination	RNF111	SKI
-	P12757	1	TGF_beta_Receptor	7	Ubiquitination	RNF111	SKIL
-	P12757	1	TGF_beta_Receptor	7	physical	RNF111	SKIL
-	Q15796	1	TGF_beta_Receptor	7	physical	RNF111	SMAD2
-	Q13485	1	TGF_beta_Receptor	7	physical	RNF111	SMAD4
-	O15105	1	TGF_beta_Receptor	7	Ubiquitination	RNF111	SMAD7
-	O15105	1	TGF_beta_Receptor	7	physical	RNF111	SMAD7
Q13464	P30304	1	TGF_beta_Receptor	7	physical	ROCK1	CDC25A
Q13464	P30304	1	TGF_beta_Receptor	7	Phosphorylation	ROCK1	CDC25A
Q01196	P84022	1	TGF_beta_Receptor	7	physical	RUNX1	SMAD3
Q13950	Q8N6K7	1	TGF_beta_Receptor	7	physical	RUNX2	SAMD3
Q13950	Q15796	1	TGF_beta_Receptor	7	physical	RUNX2	SMAD2
Q13950	P84022	1	TGF_beta_Receptor	7	physical	RUNX2	SMAD3
Q13950	Q13485	1	TGF_beta_Receptor	7	physical	RUNX2	SMAD4
Q13761	P84022	1	TGF_beta_Receptor	7	physical	RUNX3	SMAD3
Q13761	Q13485	1	TGF_beta_Receptor	7	physical	RUNX3	SMAD4
Q8N6K7	Q13950	1	TGF_beta_Receptor	7	physical	SAMD3	RUNX2
Q8N6K7	Q13485	1	TGF_beta_Receptor	7	physical	SAMD3	SMAD4
P34741	P01137	1	TGF_beta_Receptor	7	physical	SDC2	TGFB1
P34741	Q03167	1	TGF_beta_Receptor	7	physical	SDC2	TGFBR3
P29353	P62993	1	TGF_beta_Receptor	7	physical	SHC1	GRB2
P29353	Q07889	1	TGF_beta_Receptor	7	physical	SHC1	SOS1
P29353	P36897	1	TGF_beta_Receptor	7	physical	SHC1	TGFBR1
P29353	P37173	1	TGF_beta_Receptor	7	physical	SHC1	TGFBR2
P57059	O15105	1	TGF_beta_Receptor	7	physical	SIK1	SMAD7
P57059	P36897	1	TGF_beta_Receptor	7	physical	SIK1	TGFBR1
P12755	Q09472	1	TGF_beta_Receptor	7	physical	SKI	EP300
P12755	-	1	TGF_beta_Receptor	7	physical	SKI	RNF111
P12755	P12757	1	TGF_beta_Receptor	7	physical	SKI	SKIL
P12755	Q15796	1	TGF_beta_Receptor	7	physical	SKI	SMAD2
P12755	P84022	1	TGF_beta_Receptor	7	physical	SKI	SMAD3
P12755	Q13485	1	TGF_beta_Receptor	7	physical	SKI	SMAD4
P12757	Q13042	1	TGF_beta_Receptor	7	physical	SKIL	CDC16
P12757	P30260	1	TGF_beta_Receptor	7	physical	SKIL	CDC27
P12757	Q09472	1	TGF_beta_Receptor	7	physical	SKIL	EP300
P12757	Q9UM11	1	TGF_beta_Receptor	7	physical	SKIL	FZR1
P12757	Q9H160	1	TGF_beta_Receptor	7	physical	SKIL	ING2
P12757	Q96PU5	1	TGF_beta_Receptor	7	physical	SKIL	NEDD4L
P12757	-	1	TGF_beta_Receptor	7	physical	SKIL	RNF111
P12757	P12755	1	TGF_beta_Receptor	7	physical	SKIL	SKI
P12757	Q15796	1	TGF_beta_Receptor	7	physical	SKIL	SMAD2
P12757	P84022	1	TGF_beta_Receptor	7	physical	SKIL	SMAD3
P12757	Q13485	1	TGF_beta_Receptor	7	physical	SKIL	SMAD4
P12757	Q9HAU4	1	TGF_beta_Receptor	7	physical	SKIL	SMURF2
P12757	Q9H0M0	1	TGF_beta_Receptor	7	physical	SKIL	WWP1
P63208	P84022	1	TGF_beta_Receptor	7	Ubiquitination	SKP1	SMAD3
Q15796	O15169	1	TGF_beta_Receptor	7	physical	SMAD2	AXIN1
Q15796	Q13042	1	TGF_beta_Receptor	7	physical	SMAD2	CDC16
Q15796	P30260	1	TGF_beta_Receptor	7	physical	SMAD2	CDC27
Q15796	P98082	1	TGF_beta_Receptor	7	physical	SMAD2	DAB2
Q15796	O14640	1	TGF_beta_Receptor	7	physical	SMAD2	DVL1
Q15796	Q9NP97	1	TGF_beta_Receptor	7	physical	SMAD2	DYNLRB1
Q15796	Q8N6I1	1	TGF_beta_Receptor	7	physical	SMAD2	EID2
Q15796	Q09472	1	TGF_beta_Receptor	7	physical	SMAD2	EP300
Q15796	Q96RT1	1	TGF_beta_Receptor	7	physical	SMAD2	ERBB2IP
Q15796	P03372	1	TGF_beta_Receptor	7	physical	SMAD2	ESR1
Q15796	O75593	1	TGF_beta_Receptor	7	physical	SMAD2	FOXH1
Q15796	O43524	1	TGF_beta_Receptor	7	physical	SMAD2	FOXO3
Q15796	Q13547	1	TGF_beta_Receptor	7	physical	SMAD2	HDAC1
Q15796	O14964	1	TGF_beta_Receptor	7	physical	SMAD2	HGS
Q15796	Q9H160	1	TGF_beta_Receptor	7	physical	SMAD2	ING2
Q15796	P05412	1	TGF_beta_Receptor	7	physical	SMAD2	JUN
Q15796	Q92831	1	TGF_beta_Receptor	7	physical	SMAD2	KAT2B
Q15796	Q9UJU2	1	TGF_beta_Receptor	7	physical	SMAD2	LEF1
Q15796	Q02078	1	TGF_beta_Receptor	7	physical	SMAD2	MEF2A
Q15796	Q06413	1	TGF_beta_Receptor	7	physical	SMAD2	MEF2C
Q15796	P01106	1	TGF_beta_Receptor	7	physical	SMAD2	MYC
Q15796	Q96PU5	1	TGF_beta_Receptor	7	physical	SMAD2	NEDD4L
Q15796	Q13952	1	TGF_beta_Receptor	7	physical	SMAD2	NFYC
Q15796	P49790	1	TGF_beta_Receptor	7	physical	SMAD2	NUP153
Q15796	P35658	1	TGF_beta_Receptor	7	physical	SMAD2	NUP214
Q15796	Q8TEW0	1	TGF_beta_Receptor	7	physical	SMAD2	PARD3
Q15796	O15530	1	TGF_beta_Receptor	7	physical	SMAD2	PDPK1
Q15796	P29590	1	TGF_beta_Receptor	7	physical	SMAD2	PML
Q15796	P35813	1	TGF_beta_Receptor	7	physical	SMAD2	PPM1A
Q15796	-	1	TGF_beta_Receptor	7	physical	SMAD2	RNF111
Q15796	Q13950	1	TGF_beta_Receptor	7	physical	SMAD2	RUNX2
Q15796	P12755	1	TGF_beta_Receptor	7	physical	SMAD2	SKI
Q15796	P12757	1	TGF_beta_Receptor	7	physical	SMAD2	SKIL
Q15796	P84022	1	TGF_beta_Receptor	7	physical	SMAD2	SMAD3
Q15796	Q13485	1	TGF_beta_Receptor	7	physical	SMAD2	SMAD4
Q15796	Q9HAU4	1	TGF_beta_Receptor	7	physical	SMAD2	SMURF2
Q15796	Q8TAD8	1	TGF_beta_Receptor	7	physical	SMAD2	SNIP1
Q15796	Q13573	1	TGF_beta_Receptor	7	physical	SMAD2	SNW1
Q15796	P48436	1	TGF_beta_Receptor	7	physical	SMAD2	SOX9
Q15796	P08047	1	TGF_beta_Receptor	7	physical	SMAD2	SP1
Q15796	Q96FJ0	1	TGF_beta_Receptor	7	physical	SMAD2	STAMBPL1
Q15796	Q9Y3F4	1	TGF_beta_Receptor	7	physical	SMAD2	STRAP
Q15796	P36897	1	TGF_beta_Receptor	7	physical	SMAD2	TGFBR1
Q15796	P37173	1	TGF_beta_Receptor	7	physical	SMAD2	TGFBR2
Q15796	Q15583	1	TGF_beta_Receptor	7	physical	SMAD2	TGIF1
Q15796	P04637	1	TGF_beta_Receptor	7	physical	SMAD2	TP53
Q15796	O15350	1	TGF_beta_Receptor	7	physical	SMAD2	TP73
Q15796	Q9UPN9	1	TGF_beta_Receptor	7	physical	SMAD2	TRIM33
Q15796	Q9H0M0	1	TGF_beta_Receptor	7	physical	SMAD2	WWP1
Q15796	Q9GZV5	1	TGF_beta_Receptor	7	physical	SMAD2	WWTR1
Q15796	P37275	1	TGF_beta_Receptor	7	physical	SMAD2	ZEB1
Q15796	O60315	1	TGF_beta_Receptor	7	physical	SMAD2	ZEB2
Q15796	O95405	1	TGF_beta_Receptor	7	physical	SMAD2	ZFYVE9
P84022	P10275	1	TGF_beta_Receptor	7	physical	SMAD3	AR
P84022	P15336	1	TGF_beta_Receptor	7	physical	SMAD3	ATF2
P84022	P18847	1	TGF_beta_Receptor	7	physical	SMAD3	ATF3
P84022	O15169	1	TGF_beta_Receptor	7	physical	SMAD3	AXIN1
P84022	Q9Y2T1	1	TGF_beta_Receptor	7	physical	SMAD3	AXIN2
P84022	P56945	1	TGF_beta_Receptor	7	physical	SMAD3	BCAR1
P84022	P38398	1	TGF_beta_Receptor	7	physical	SMAD3	BRCA1
P84022	Q9Y297	1	TGF_beta_Receptor	7	physical	SMAD3	BTRC
P84022	Q13042	1	TGF_beta_Receptor	7	physical	SMAD3	CDC16
P84022	P30260	1	TGF_beta_Receptor	7	physical	SMAD3	CDC27
P84022	Q92793	1	TGF_beta_Receptor	7	physical	SMAD3	CREBBP
P84022	P49711	1	TGF_beta_Receptor	7	physical	SMAD3	CTCF
P84022	P35222	1	TGF_beta_Receptor	7	physical	SMAD3	CTNNB1
P84022	Q13616	1	TGF_beta_Receptor	7	physical	SMAD3	CUL1
P84022	P98082	1	TGF_beta_Receptor	7	physical	SMAD3	DAB2
P84022	P17844	1	TGF_beta_Receptor	7	physical	SMAD3	DDX5
P84022	O14640	1	TGF_beta_Receptor	7	physical	SMAD3	DVL1
P84022	Q8TF09	1	TGF_beta_Receptor	7	physical	SMAD3	DYNLRB2
P84022	Q16254	1	TGF_beta_Receptor	7	physical	SMAD3	E2F4
P84022	Q15329	1	TGF_beta_Receptor	7	physical	SMAD3	E2F5
P84022	Q8N6I1	1	TGF_beta_Receptor	7	physical	SMAD3	EID2
P84022	Q09472	1	TGF_beta_Receptor	7	physical	SMAD3	EP300
P84022	Q96RT1	1	TGF_beta_Receptor	7	physical	SMAD3	ERBB2IP
P84022	P03372	1	TGF_beta_Receptor	7	physical	SMAD3	ESR1
P84022	P14921	1	TGF_beta_Receptor	7	physical	SMAD3	ETS1
P84022	P01100	1	TGF_beta_Receptor	7	physical	SMAD3	FOS
P84022	P53539	1	TGF_beta_Receptor	7	physical	SMAD3	FOSB
P84022	O75593	1	TGF_beta_Receptor	7	physical	SMAD3	FOXH1
P84022	Q12778	1	TGF_beta_Receptor	7	physical	SMAD3	FOXO1
P84022	O43524	1	TGF_beta_Receptor	7	physical	SMAD3	FOXO3
P84022	P98177	1	TGF_beta_Receptor	7	physical	SMAD3	FOXO4
P84022	O14964	1	TGF_beta_Receptor	7	physical	SMAD3	HGS
P84022	P41235	1	TGF_beta_Receptor	7	physical	SMAD3	HNF4A
P84022	P05412	1	TGF_beta_Receptor	7	physical	SMAD3	JUN
P84022	P17275	1	TGF_beta_Receptor	7	physical	SMAD3	JUNB
P84022	P17535	1	TGF_beta_Receptor	7	physical	SMAD3	JUND
P84022	Q92831	1	TGF_beta_Receptor	7	physical	SMAD3	KAT2B
P84022	Q14974	1	TGF_beta_Receptor	7	physical	SMAD3	KPNB1
P84022	Q9UJU2	1	TGF_beta_Receptor	7	physical	SMAD3	LEF1
P84022	P01106	1	TGF_beta_Receptor	7	physical	SMAD3	MYC
P84022	Q96PU5	1	TGF_beta_Receptor	7	physical	SMAD3	NEDD4L
P84022	Q13952	1	TGF_beta_Receptor	7	physical	SMAD3	NFYC
P84022	P49790	1	TGF_beta_Receptor	7	physical	SMAD3	NUP153
P84022	P35658	1	TGF_beta_Receptor	7	physical	SMAD3	NUP214
P84022	Q8TAK6	1	TGF_beta_Receptor	7	physical	SMAD3	OLIG1
P84022	Q8TEW0	1	TGF_beta_Receptor	7	physical	SMAD3	PARD3
P84022	O15530	1	TGF_beta_Receptor	7	physical	SMAD3	PDPK1
P84022	P29590	1	TGF_beta_Receptor	7	physical	SMAD3	PML
P84022	P31321	1	TGF_beta_Receptor	7	physical	SMAD3	PRKAR1B
P84022	P13861	1	TGF_beta_Receptor	7	physical	SMAD3	PRKAR2A
P84022	P28749	1	TGF_beta_Receptor	7	physical	SMAD3	RBL1
P84022	P62877	1	TGF_beta_Receptor	7	physical	SMAD3	RBX1
P84022	Q01196	1	TGF_beta_Receptor	7	physical	SMAD3	RUNX1
P84022	Q13950	1	TGF_beta_Receptor	7	physical	SMAD3	RUNX2
P84022	Q13761	1	TGF_beta_Receptor	7	physical	SMAD3	RUNX3
P84022	P12755	1	TGF_beta_Receptor	7	physical	SMAD3	SKI
P84022	P12757	1	TGF_beta_Receptor	7	physical	SMAD3	SKIL
P84022	Q15796	1	TGF_beta_Receptor	7	physical	SMAD3	SMAD2
P84022	Q13485	1	TGF_beta_Receptor	7	physical	SMAD3	SMAD4
P84022	Q13573	1	TGF_beta_Receptor	7	physical	SMAD3	SNW1
P84022	P48436	1	TGF_beta_Receptor	7	physical	SMAD3	SOX9
P84022	P08047	1	TGF_beta_Receptor	7	physical	SMAD3	SP1
P84022	Q01082	1	TGF_beta_Receptor	7	physical	SMAD3	SPTBN1
P84022	Q9Y3F4	1	TGF_beta_Receptor	7	physical	SMAD3	STRAP
P84022	Q14186	1	TGF_beta_Receptor	7	physical	SMAD3	TFDP1
P84022	P36897	1	TGF_beta_Receptor	7	physical	SMAD3	TGFBR1
P84022	P04637	1	TGF_beta_Receptor	7	physical	SMAD3	TP53
P84022	O15350	1	TGF_beta_Receptor	7	physical	SMAD3	TP73
P84022	Q9UPN9	1	TGF_beta_Receptor	7	physical	SMAD3	TRIM33
P84022	P11473	1	TGF_beta_Receptor	7	physical	SMAD3	VDR
P84022	Q9GZV5	1	TGF_beta_Receptor	7	physical	SMAD3	WWTR1
P84022	Q9C0E2	1	TGF_beta_Receptor	7	physical	SMAD3	XPO4
P84022	P37275	1	TGF_beta_Receptor	7	physical	SMAD3	ZEB1
P84022	O60315	1	TGF_beta_Receptor	7	physical	SMAD3	ZEB2
P84022	O95405	1	TGF_beta_Receptor	7	physical	SMAD3	ZFYVE9
Q13485	P15336	1	TGF_beta_Receptor	7	physical	SMAD4	ATF2
Q13485	Q9Y297	1	TGF_beta_Receptor	7	physical	SMAD4	BTRC
Q13485	Q99966	1	TGF_beta_Receptor	7	physical	SMAD4	CITED1
Q13485	Q92905	1	TGF_beta_Receptor	7	physical	SMAD4	COPS5
Q13485	Q92793	1	TGF_beta_Receptor	7	physical	SMAD4	CREBBP
Q13485	P49711	1	TGF_beta_Receptor	7	physical	SMAD4	CTCF
Q13485	P35222	1	TGF_beta_Receptor	7	physical	SMAD4	CTNNB1
Q13485	Q9NPI6	1	TGF_beta_Receptor	7	physical	SMAD4	DCP1A
Q13485	O14640	1	TGF_beta_Receptor	7	physical	SMAD4	DVL1
Q13485	Q16254	1	TGF_beta_Receptor	7	physical	SMAD4	E2F4
Q13485	Q15329	1	TGF_beta_Receptor	7	physical	SMAD4	E2F5
Q13485	Q8N6I1	1	TGF_beta_Receptor	7	physical	SMAD4	EID2
Q13485	Q09472	1	TGF_beta_Receptor	7	physical	SMAD4	EP300
Q13485	Q96RT1	1	TGF_beta_Receptor	7	physical	SMAD4	ERBB2IP
Q13485	P03372	1	TGF_beta_Receptor	7	physical	SMAD4	ESR1
Q13485	P01100	1	TGF_beta_Receptor	7	physical	SMAD4	FOS
Q13485	P53539	1	TGF_beta_Receptor	7	physical	SMAD4	FOSB
Q13485	O75593	1	TGF_beta_Receptor	7	physical	SMAD4	FOXH1
Q13485	Q12778	1	TGF_beta_Receptor	7	physical	SMAD4	FOXO1
Q13485	O43524	1	TGF_beta_Receptor	7	physical	SMAD4	FOXO3
Q13485	P98177	1	TGF_beta_Receptor	7	physical	SMAD4	FOXO4
Q13485	Q13547	1	TGF_beta_Receptor	7	physical	SMAD4	HDAC1
Q13485	P41235	1	TGF_beta_Receptor	7	physical	SMAD4	HNF4A
Q13485	P31269	1	TGF_beta_Receptor	7	physical	SMAD4	HOXA9
Q13485	P05412	1	TGF_beta_Receptor	7	physical	SMAD4	JUN
Q13485	P17275	1	TGF_beta_Receptor	7	physical	SMAD4	JUNB
Q13485	P17535	1	TGF_beta_Receptor	7	physical	SMAD4	JUND
Q13485	Q9UJU2	1	TGF_beta_Receptor	7	physical	SMAD4	LEF1
Q13485	P35658	1	TGF_beta_Receptor	7	physical	SMAD4	NUP214
Q13485	Q8TAK6	1	TGF_beta_Receptor	7	physical	SMAD4	OLIG1
Q13485	Q8TEW0	1	TGF_beta_Receptor	7	physical	SMAD4	PARD3
Q13485	O15530	1	TGF_beta_Receptor	7	physical	SMAD4	PDPK1
Q13485	P31321	1	TGF_beta_Receptor	7	physical	SMAD4	PRKAR1B
Q13485	P13861	1	TGF_beta_Receptor	7	physical	SMAD4	PRKAR2A
Q13485	P28749	1	TGF_beta_Receptor	7	physical	SMAD4	RBL1
Q13485	-	1	TGF_beta_Receptor	7	physical	SMAD4	RNF111
Q13485	Q13950	1	TGF_beta_Receptor	7	physical	SMAD4	RUNX2
Q13485	Q13761	1	TGF_beta_Receptor	7	physical	SMAD4	RUNX3
Q13485	Q8N6K7	1	TGF_beta_Receptor	7	physical	SMAD4	SAMD3
Q13485	P12755	1	TGF_beta_Receptor	7	physical	SMAD4	SKI
Q13485	P12757	1	TGF_beta_Receptor	7	physical	SMAD4	SKIL
Q13485	Q15796	1	TGF_beta_Receptor	7	physical	SMAD4	SMAD2
Q13485	P84022	1	TGF_beta_Receptor	7	physical	SMAD4	SMAD3
Q13485	Q8TAD8	1	TGF_beta_Receptor	7	physical	SMAD4	SNIP1
Q13485	P08047	1	TGF_beta_Receptor	7	physical	SMAD4	SP1
Q13485	Q01082	1	TGF_beta_Receptor	7	physical	SMAD4	SPTBN1
Q13485	Q15831	1	TGF_beta_Receptor	7	physical	SMAD4	STK11
Q13485	Q8N1F8	1	TGF_beta_Receptor	7	physical	SMAD4	STK11IP
Q13485	P63165	1	TGF_beta_Receptor	7	physical	SMAD4	SUMO1
Q13485	Q14186	1	TGF_beta_Receptor	7	physical	SMAD4	TFDP1
Q13485	Q15583	1	TGF_beta_Receptor	7	physical	SMAD4	TGIF1
Q13485	Q12931	1	TGF_beta_Receptor	7	physical	SMAD4	TRAP1
Q13485	P63279	1	TGF_beta_Receptor	7	physical	SMAD4	UBE2I
Q13485	Q96JC1	1	TGF_beta_Receptor	7	physical	SMAD4	VPS39
Q13485	Q9GZV5	1	TGF_beta_Receptor	7	physical	SMAD4	WWTR1
Q13485	Q7Z3T8	1	TGF_beta_Receptor	7	physical	SMAD4	ZFYVE16
O43541	Q9Y3F4	1	TGF_beta_Receptor	7	physical	SMAD6	STRAP
O43541	P36897	1	TGF_beta_Receptor	7	physical	SMAD6	TGFBR1
O15105	Q92905	1	TGF_beta_Receptor	7	physical	SMAD7	COPS5
O15105	P35222	1	TGF_beta_Receptor	7	physical	SMAD7	CTNNB1
O15105	O14640	1	TGF_beta_Receptor	7	physical	SMAD7	DVL1
O15105	Q09472	1	TGF_beta_Receptor	7	physical	SMAD7	EP300
O15105	Q96RT1	1	TGF_beta_Receptor	7	physical	SMAD7	ERBB2IP
O15105	Q96J02	1	TGF_beta_Receptor	7	physical	SMAD7	ITCH
O15105	Q9UJU2	1	TGF_beta_Receptor	7	physical	SMAD7	LEF1
O15105	P46734	1	TGF_beta_Receptor	7	physical	SMAD7	MAP2K3
O15105	P52564	1	TGF_beta_Receptor	7	physical	SMAD7	MAP2K6
O15105	O43318	1	TGF_beta_Receptor	7	physical	SMAD7	MAP3K7
O15105	Q16539	1	TGF_beta_Receptor	7	physical	SMAD7	MAPK14
O15105	Q96PU5	1	TGF_beta_Receptor	7	physical	SMAD7	NEDD4L
O15105	Q8TEW0	1	TGF_beta_Receptor	7	physical	SMAD7	PARD3
O15105	O15530	1	TGF_beta_Receptor	7	physical	SMAD7	PDPK1
O15105	P36873	1	TGF_beta_Receptor	7	physical	SMAD7	PPP1CC
O15105	O75807	1	TGF_beta_Receptor	7	physical	SMAD7	PPP1R15A
O15105	-	1	TGF_beta_Receptor	7	physical	SMAD7	RNF111
O15105	P57059	1	TGF_beta_Receptor	7	physical	SMAD7	SIK1
O15105	Q9HCE7	1	TGF_beta_Receptor	7	physical	SMAD7	SMURF1
O15105	Q9HAU4	1	TGF_beta_Receptor	7	physical	SMAD7	SMURF2
O15105	Q96FJ0	1	TGF_beta_Receptor	7	physical	SMAD7	STAMBPL1
O15105	Q9Y3F4	1	TGF_beta_Receptor	7	physical	SMAD7	STRAP
O15105	P15884	1	TGF_beta_Receptor	7	physical	SMAD7	TCF4
O15105	P36897	1	TGF_beta_Receptor	7	Dephosphorylation	SMAD7	TGFBR1
O15105	P36897	1	TGF_beta_Receptor	7	physical	SMAD7	TGFBR1
O15105	P37173	1	TGF_beta_Receptor	7	physical	SMAD7	TGFBR2
O15105	Q9Y5K5	1	TGF_beta_Receptor	7	physical	SMAD7	UCHL5
O15105	Q9H0M0	1	TGF_beta_Receptor	7	physical	SMAD7	WWP1
O15105	P46937	1	TGF_beta_Receptor	7	physical	SMAD7	YAP1
Q9HCE7	Q9NPB6	1	TGF_beta_Receptor	7	physical	SMURF1	PARD6A
Q9HCE7	P61586	1	TGF_beta_Receptor	7	Ubiquitination	SMURF1	RHOA
Q9HCE7	O15105	1	TGF_beta_Receptor	7	Ubiquitination	SMURF1	SMAD7
Q9HCE7	O15105	1	TGF_beta_Receptor	7	physical	SMURF1	SMAD7
Q9HCE7	Q9HAU4	1	TGF_beta_Receptor	7	physical	SMURF1	SMURF2
Q9HCE7	P36897	1	TGF_beta_Receptor	7	physical	SMURF1	TGFBR1
