#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
O96019	Q01201	1	TNFalpha	9	physical	ACTL6A	RELB
P41279	Q04864	1	TNFalpha	9	physical	MAP3K8	REL
P41279	Q04206	1	TNFalpha	9	physical	MAP3K8	RELA
P41279	Q8NFZ5	1	TNFalpha	9	physical	MAP3K8	TNIP2
Q12851	Q13233	1	TNFalpha	9	physical	MAP4K2	MAP3K1
Q12851	Q12933	1	TNFalpha	9	physical	MAP4K2	TRAF2
Q16539	Q15750	1	TNFalpha	9	physical	MAPK14	TAB1
Q7KZI7	Q99759	1	TNFalpha	9	physical	MARK2	MAP3K3
P23508	Q15653	1	TNFalpha	9	physical	MCC	NFKBIB
P33992	P25963	1	TNFalpha	9	physical	MCM5	NFKBIA
P33993	P25963	1	TNFalpha	9	physical	MCM7	NFKBIA
P46199	Q15653	1	TNFalpha	9	physical	MTIF2	NFKBIB
Q15746	P24844	1	TNFalpha	9	Phosphorylation	MYLK	MYL9
P19838	P20749	1	TNFalpha	9	physical	NFKB1	BCL3
P19838	O15519	1	TNFalpha	9	physical	NFKB1	CFLAR
P19838	O15111	1	TNFalpha	9	physical	NFKB1	CHUK
P19838	P35606	1	TNFalpha	9	physical	NFKB1	COPB2
P19838	Q9Y6K9	1	TNFalpha	9	physical	NFKB1	IKBKG
P19838	O00505	1	TNFalpha	9	physical	NFKB1	KPNA3
P19838	P41279	1	TNFalpha	9	physical	NFKB1	MAP3K8
P19838	Q00653	1	TNFalpha	9	physical	NFKB1	NFKB2
P19838	P25963	1	TNFalpha	9	physical	NFKB1	NFKBIA
P19838	Q15653	1	TNFalpha	9	physical	NFKB1	NFKBIB
P19838	O00221	1	TNFalpha	9	physical	NFKB1	NFKBIE
P19838	Q9BYH8	1	TNFalpha	9	physical	NFKB1	NFKBIZ
P19838	Q04864	1	TNFalpha	9	physical	NFKB1	REL
P19838	Q04206	1	TNFalpha	9	physical	NFKB1	RELA
P19838	Q01201	1	TNFalpha	9	physical	NFKB1	RELB
P19838	O60271	1	TNFalpha	9	physical	NFKB1	SPAG9
P19838	Q8NFZ5	1	TNFalpha	9	physical	NFKB1	TNIP2
Q00653	O15111	1	TNFalpha	9	physical	NFKB2	CHUK
Q00653	O00571	1	TNFalpha	9	physical	NFKB2	DDX3X
Q00653	Q969H0	1	TNFalpha	9	physical	NFKB2	FBXW7
Q00653	Q92896	1	TNFalpha	9	physical	NFKB2	GLG1
Q00653	P78347	1	TNFalpha	9	physical	NFKB2	GTF2I
Q00653	O14920	1	TNFalpha	9	physical	NFKB2	IKBKB
Q00653	Q9Y6K9	1	TNFalpha	9	physical	NFKB2	IKBKG
Q00653	Q99558	1	TNFalpha	9	physical	NFKB2	MAP3K14
Q00653	P41279	1	TNFalpha	9	physical	NFKB2	MAP3K8
Q00653	P19838	1	TNFalpha	9	physical	NFKB2	NFKB1
Q00653	P25963	1	TNFalpha	9	physical	NFKB2	NFKBIA
Q00653	Q15653	1	TNFalpha	9	physical	NFKB2	NFKBIB
Q00653	O00221	1	TNFalpha	9	physical	NFKB2	NFKBIE
Q00653	Q04864	1	TNFalpha	9	physical	NFKB2	REL
Q00653	Q04206	1	TNFalpha	9	physical	NFKB2	RELA
Q00653	Q01201	1	TNFalpha	9	physical	NFKB2	RELB
Q00653	P62888	1	TNFalpha	9	physical	NFKB2	RPL30
Q00653	Q02878	1	TNFalpha	9	physical	NFKB2	RPL6
Q00653	P62277	1	TNFalpha	9	physical	NFKB2	RPS13
Q00653	O15027	1	TNFalpha	9	physical	NFKB2	SEC16A
Q00653	Q8NFZ5	1	TNFalpha	9	physical	NFKB2	TNIP2
Q00653	O75604	1	TNFalpha	9	physical	NFKB2	USP2
P25963	Q9Y297	1	TNFalpha	9	physical	NFKBIA	BTRC
P25963	O15111	1	TNFalpha	9	physical	NFKBIA	CHUK
P25963	Q8N668	1	TNFalpha	9	physical	NFKBIA	COMMD1
P25963	Q13616	1	TNFalpha	9	physical	NFKBIA	CUL1
P25963	Q9UKB1	1	TNFalpha	9	physical	NFKBIA	FBXW11
P25963	Q9UN86	1	TNFalpha	9	physical	NFKBIA	G3BP2
P25963	P04792	1	TNFalpha	9	physical	NFKBIA	HSPB1
P25963	O95163	1	TNFalpha	9	physical	NFKBIA	IKBKAP
P25963	O14920	1	TNFalpha	9	physical	NFKBIA	IKBKB
P25963	Q9Y6K9	1	TNFalpha	9	physical	NFKBIA	IKBKG
P25963	P33992	1	TNFalpha	9	physical	NFKBIA	MCM5
P25963	P33993	1	TNFalpha	9	physical	NFKBIA	MCM7
P25963	P19838	1	TNFalpha	9	physical	NFKBIA	NFKB1
P25963	Q00653	1	TNFalpha	9	physical	NFKBIA	NFKB2
P25963	Q15653	1	TNFalpha	9	physical	NFKBIA	NFKBIB
P25963	Q9NYS0	1	TNFalpha	9	physical	NFKBIA	NKIRAS1
P25963	Q9NYR9	1	TNFalpha	9	physical	NFKBIA	NKIRAS2
P25963	Q04864	1	TNFalpha	9	physical	NFKBIA	REL
P25963	Q04206	1	TNFalpha	9	physical	NFKBIA	RELA
P25963	P63208	1	TNFalpha	9	physical	NFKBIA	SKP1
P25963	P12931	1	TNFalpha	9	physical	NFKBIA	SRC
P25963	P63165	1	TNFalpha	9	physical	NFKBIA	SUMO1
P25963	P27348	1	TNFalpha	9	physical	NFKBIA	YWHAQ
Q15653	Q9Y297	1	TNFalpha	9	physical	NFKBIB	BTRC
Q15653	O15111	1	TNFalpha	9	physical	NFKBIB	CHUK
Q15653	Q13616	1	TNFalpha	9	physical	NFKBIB	CUL1
Q15653	O14920	1	TNFalpha	9	physical	NFKBIB	IKBKB
Q15653	Q9Y6K9	1	TNFalpha	9	physical	NFKBIB	IKBKG
Q15653	Q13576	1	TNFalpha	9	physical	NFKBIB	IQGAP2
Q15653	P52292	1	TNFalpha	9	physical	NFKBIB	KPNA2
Q15653	P42704	1	TNFalpha	9	physical	NFKBIB	LRPPRC
Q15653	P23508	1	TNFalpha	9	physical	NFKBIB	MCC
Q15653	P46199	1	TNFalpha	9	physical	NFKBIB	MTIF2
Q15653	P19838	1	TNFalpha	9	physical	NFKBIB	NFKB1
Q15653	Q00653	1	TNFalpha	9	physical	NFKBIB	NFKB2
Q15653	P25963	1	TNFalpha	9	physical	NFKBIB	NFKBIA
Q15653	O60356	1	TNFalpha	9	physical	NFKBIB	NUPR1
Q15653	Q16342	1	TNFalpha	9	physical	NFKBIB	PDCD2
Q15653	O95602	1	TNFalpha	9	physical	NFKBIB	POLR1A
Q15653	Q9H9Y6	1	TNFalpha	9	physical	NFKBIB	POLR1B
Q15653	O15160	1	TNFalpha	9	physical	NFKBIB	POLR1C
Q15653	Q9Y2S0	1	TNFalpha	9	physical	NFKBIB	POLR1D
Q15653	Q9GZS1	1	TNFalpha	9	physical	NFKBIB	POLR1E
Q15653	P52434	1	TNFalpha	9	physical	NFKBIB	POLR2H
Q15653	P62875	1	TNFalpha	9	physical	NFKBIB	POLR2L
Q15653	O43663	1	TNFalpha	9	physical	NFKBIB	PRC1
Q15653	Q9UJF2	1	TNFalpha	9	physical	NFKBIB	RASAL2
Q15653	Q04864	1	TNFalpha	9	physical	NFKBIB	REL
Q15653	Q04206	1	TNFalpha	9	physical	NFKBIB	RELA
Q15653	P63208	1	TNFalpha	9	physical	NFKBIB	SKP1
O00221	Q9Y297	1	TNFalpha	9	physical	NFKBIE	BTRC
O00221	Q13616	1	TNFalpha	9	physical	NFKBIE	CUL1
O00221	P19838	1	TNFalpha	9	physical	NFKBIE	NFKB1
O00221	Q00653	1	TNFalpha	9	physical	NFKBIE	NFKB2
O00221	O00743	1	TNFalpha	9	physical	NFKBIE	PPP6C
O00221	Q04864	1	TNFalpha	9	physical	NFKBIE	REL
O00221	Q04206	1	TNFalpha	9	physical	NFKBIE	RELA
O00221	P63208	1	TNFalpha	9	physical	NFKBIE	SKP1
Q9BYH8	P19838	1	TNFalpha	9	physical	NFKBIZ	NFKB1
Q9NYS0	P25963	1	TNFalpha	9	physical	NKIRAS1	NFKBIA
Q9NYR9	P25963	1	TNFalpha	9	physical	NKIRAS2	NFKBIA
Q96MN2	O15111	1	TNFalpha	9	physical	NLRP4	CHUK
P49116	Q8N5C8	1	TNFalpha	9	physical	NR2C2	TAB3
P49116	Q9Y4K3	1	TNFalpha	9	physical	NR2C2	TRAF6
Q92636	P63244	1	TNFalpha	9	physical	NSMAF	GNB2L1
Q92636	P19438	1	TNFalpha	9	physical	NSMAF	TNFRSF1A
O60356	Q15653	1	TNFalpha	9	physical	NUPR1	NFKBIB
Q6GQQ9	P19438	1	TNFalpha	9	physical	OTUD7B	TNFRSF1A
P51003	Q04864	1	TNFalpha	9	physical	PAPOLA	REL
Q16342	Q15653	1	TNFalpha	9	physical	PDCD2	NFKBIB
Q9GZU2	Q12933	1	TNFalpha	9	physical	PEG3	TRAF2
Q9UHV9	Q99759	1	TNFalpha	9	physical	PFDN2	MAP3K3
Q9Y6X2	Q04206	1	TNFalpha	9	physical	PIAS3	RELA
P27986	P19793	1	TNFalpha	9	physical	PIK3R1	RXRA
Q16512	Q12933	1	TNFalpha	9	physical	PKN1	TRAF2
P29590	Q04206	1	TNFalpha	9	physical	PML	RELA
O95602	Q15653	1	TNFalpha	9	physical	POLR1A	NFKBIB
Q9H9Y6	Q15653	1	TNFalpha	9	physical	POLR1B	NFKBIB
O15160	Q15653	1	TNFalpha	9	physical	POLR1C	NFKBIB
Q9Y2S0	Q15653	1	TNFalpha	9	physical	POLR1D	NFKBIB
Q9GZS1	Q15653	1	TNFalpha	9	physical	POLR1E	NFKBIB
P52434	Q15653	1	TNFalpha	9	physical	POLR2H	NFKBIB
P62875	Q15653	1	TNFalpha	9	physical	POLR2L	NFKBIB
Q8WUF5	Q04206	1	TNFalpha	9	physical	PPP1R13L	RELA
P67775	Q04206	1	TNFalpha	9	Dephosphorylation	PPP2CA	RELA
P60510	O14654	1	TNFalpha	9	Dephosphorylation	PPP4C	IRS4
O00743	O00221	1	TNFalpha	9	physical	PPP6C	NFKBIE
O43663	Q15653	1	TNFalpha	9	physical	PRC1	NFKBIB
P17252	Q92888	1	TNFalpha	9	Phosphorylation	PRKCA	ARHGEF1
Q05513	Q04206	1	TNFalpha	9	Phosphorylation	PRKCZ	RELA
P28074	Q9Y4K3	1	TNFalpha	9	physical	PSMB5	TRAF6
P62191	Q9Y4K3	1	TNFalpha	9	physical	PSMC1	TRAF6
P35998	Q9Y4K3	1	TNFalpha	9	physical	PSMC2	TRAF6
P17980	Q9Y4K3	1	TNFalpha	9	physical	PSMC3	TRAF6
Q99460	Q9Y4K3	1	TNFalpha	9	physical	PSMD1	TRAF6
O00232	Q9Y4K3	1	TNFalpha	9	physical	PSMD12	TRAF6
Q9UNM6	Q9Y4K3	1	TNFalpha	9	physical	PSMD13	TRAF6
Q13200	Q9Y297	1	TNFalpha	9	physical	PSMD2	BTRC
Q13200	Q9UKB1	1	TNFalpha	9	physical	PSMD2	FBXW11
Q13200	Q14644	1	TNFalpha	9	physical	PSMD2	RASA3
Q13200	Q9UHD2	1	TNFalpha	9	physical	PSMD2	TBK1
Q13200	P01375	1	TNFalpha	9	physical	PSMD2	TNF
Q13200	P19438	1	TNFalpha	9	physical	PSMD2	TNFRSF1A
Q13200	P20333	1	TNFalpha	9	physical	PSMD2	TNFRSF1B
Q13200	Q15628	1	TNFalpha	9	physical	PSMD2	TRADD
Q13200	Q12933	1	TNFalpha	9	physical	PSMD2	TRAF2
O43242	Q9Y4K3	1	TNFalpha	9	physical	PSMD3	TRAF6
Q15008	Q9Y4K3	1	TNFalpha	9	physical	PSMD6	TRAF6
P51665	Q9Y4K3	1	TNFalpha	9	physical	PSMD7	TRAF6
Q05397	Q13546	1	TNFalpha	9	physical	PTK2	RIPK1
Q05397	P19438	1	TNFalpha	9	physical	PTK2	TNFRSF1A
Q05397	Q12933	1	TNFalpha	9	physical	PTK2	TRAF2
Q06124	O15111	1	TNFalpha	9	physical	PTPN11	CHUK
P06737	Q9Y572	1	TNFalpha	9	physical	PYGL	RIPK3
Q14644	Q9Y297	1	TNFalpha	9	physical	RASA3	BTRC
Q14644	Q9UKB1	1	TNFalpha	9	physical	RASA3	FBXW11
Q14644	Q13200	1	TNFalpha	9	physical	RASA3	PSMD2
Q14644	Q9UHD2	1	TNFalpha	9	physical	RASA3	TBK1
Q14644	P01375	1	TNFalpha	9	physical	RASA3	TNF
Q14644	P19438	1	TNFalpha	9	physical	RASA3	TNFRSF1A
Q14644	P20333	1	TNFalpha	9	physical	RASA3	TNFRSF1B
Q14644	Q15628	1	TNFalpha	9	physical	RASA3	TRADD
Q14644	Q12933	1	TNFalpha	9	physical	RASA3	TRAF2
Q9UJF2	Q15653	1	TNFalpha	9	physical	RASAL2	NFKBIB
P06400	Q99683	1	TNFalpha	9	physical	RB1	MAP3K5
Q04864	P41279	1	TNFalpha	9	physical	REL	MAP3K8
Q04864	P19838	1	TNFalpha	9	physical	REL	NFKB1
Q04864	Q00653	1	TNFalpha	9	physical	REL	NFKB2
Q04864	P25963	1	TNFalpha	9	physical	REL	NFKBIA
Q04864	Q15653	1	TNFalpha	9	physical	REL	NFKBIB
Q04864	O00221	1	TNFalpha	9	physical	REL	NFKBIE
Q04864	P51003	1	TNFalpha	9	physical	REL	PAPOLA
Q04864	Q04206	1	TNFalpha	9	physical	REL	RELA
Q04864	Q8NFZ5	1	TNFalpha	9	physical	REL	TNIP2
Q04206	O43823	1	TNFalpha	9	physical	RELA	AKAP8
Q04206	P31749	1	TNFalpha	9	physical	RELA	AKT1
Q04206	Q8N668	1	TNFalpha	9	physical	RELA	COMMD1
Q04206	Q92793	1	TNFalpha	9	physical	RELA	CREBBP
Q04206	Q09472	1	TNFalpha	9	physical	RELA	EP300
Q04206	Q9UNN5	1	TNFalpha	9	physical	RELA	FAF1
Q04206	Q9UN86	1	TNFalpha	9	physical	RELA	G3BP2
Q04206	Q13547	1	TNFalpha	9	physical	RELA	HDAC1
Q04206	Q92769	1	TNFalpha	9	physical	RELA	HDAC2
Q04206	Q13576	1	TNFalpha	9	physical	RELA	IQGAP2
Q04206	Q5VVH5	1	TNFalpha	9	physical	RELA	IRAK1BP1
Q04206	P41279	1	TNFalpha	9	physical	RELA	MAP3K8
Q04206	P19838	1	TNFalpha	9	physical	RELA	NFKB1
Q04206	Q00653	1	TNFalpha	9	physical	RELA	NFKB2
Q04206	P25963	1	TNFalpha	9	physical	RELA	NFKBIA
Q04206	Q15653	1	TNFalpha	9	physical	RELA	NFKBIB
Q04206	O00221	1	TNFalpha	9	physical	RELA	NFKBIE
Q04206	Q9Y6X2	1	TNFalpha	9	physical	RELA	PIAS3
Q04206	P29590	1	TNFalpha	9	physical	RELA	PML
Q04206	Q8WUF5	1	TNFalpha	9	physical	RELA	PPP1R13L
Q04206	Q04864	1	TNFalpha	9	physical	RELA	REL
Q04206	Q01201	1	TNFalpha	9	physical	RELA	RELB
Q04206	Q96BH1	1	TNFalpha	9	physical	RELA	RNF25
Q04206	O75582	1	TNFalpha	9	physical	RELA	RPS6KA5
Q04206	Q8NFZ5	1	TNFalpha	9	physical	RELA	TNIP2
Q04206	Q96RU7	1	TNFalpha	9	physical	RELA	TRIB3
Q04206	Q8IV45	1	TNFalpha	9	physical	RELA	UNC5CL
Q04206	P27348	1	TNFalpha	9	physical	RELA	YWHAQ
Q01201	O96019	1	TNFalpha	9	physical	RELB	ACTL6A
Q01201	Q4VC05	1	TNFalpha	9	physical	RELB	BCL7A
Q01201	Q92785	1	TNFalpha	9	physical	RELB	DPF2
Q01201	Q9UBN7	1	TNFalpha	9	physical	RELB	HDAC6
Q01201	P52292	1	TNFalpha	9	physical	RELB	KPNA2
Q01201	O60684	1	TNFalpha	9	physical	RELB	KPNA6
Q01201	P19838	1	TNFalpha	9	physical	RELB	NFKB1
Q01201	Q00653	1	TNFalpha	9	physical	RELB	NFKB2
Q01201	Q04206	1	TNFalpha	9	physical	RELB	RELA
Q01201	P51532	1	TNFalpha	9	physical	RELB	SMARCA4
Q01201	Q12824	1	TNFalpha	9	physical	RELB	SMARCB1
Q01201	Q92922	1	TNFalpha	9	physical	RELB	SMARCC1
Q01201	Q8TAQ2	1	TNFalpha	9	physical	RELB	SMARCC2
Q01201	Q969G3	1	TNFalpha	9	physical	RELB	SMARCE1
Q01201	P51784	1	TNFalpha	9	physical	RELB	USP11
Q8WZ73	Q13546	1	TNFalpha	9	Phosphorylation	RFFL	RIPK1
Q969G6	P13498	1	TNFalpha	9	physical	RFK	CYBA
Q969G6	Q99683	1	TNFalpha	9	physical	RFK	MAP3K5
Q969G6	P19438	1	TNFalpha	9	physical	RFK	TNFRSF1A
Q13546	Q13490	1	TNFalpha	9	physical	RIPK1	BIRC2
Q13546	Q92851	1	TNFalpha	9	physical	RIPK1	CASP10
Q13546	Q14790	1	TNFalpha	9	physical	RIPK1	CASP8
Q13546	O15519	1	TNFalpha	9	physical	RIPK1	CFLAR
Q13546	P78560	1	TNFalpha	9	physical	RIPK1	CRADD
Q13546	Q13158	1	TNFalpha	9	physical	RIPK1	FADD
Q13546	P07900	1	TNFalpha	9	physical	RIPK1	HSP90AA1
Q13546	O14920	1	TNFalpha	9	physical	RIPK1	IKBKB
Q13546	Q9Y6K9	1	TNFalpha	9	physical	RIPK1	IKBKG
Q13546	Q13233	1	TNFalpha	9	physical	RIPK1	MAP3K1
Q13546	Q13233	1	TNFalpha	9	Phosphorylation	RIPK1	MAP3K1
Q13546	Q99759	1	TNFalpha	9	physical	RIPK1	MAP3K3
Q13546	Q05397	1	TNFalpha	9	physical	RIPK1	PTK2
Q13546	Q9Y572	1	TNFalpha	9	physical	RIPK1	RIPK3
Q13546	P60602	1	TNFalpha	9	physical	RIPK1	ROMO1
Q13546	Q9NYJ8	1	TNFalpha	9	physical	RIPK1	TAB2
Q13546	P21580	1	TNFalpha	9	physical	RIPK1	TNFAIP3
Q13546	P19438	1	TNFalpha	9	physical	RIPK1	TNFRSF1A
Q13546	Q15628	1	TNFalpha	9	physical	RIPK1	TRADD
Q13546	Q13077	1	TNFalpha	9	physical	RIPK1	TRAF1
Q13546	Q12933	1	TNFalpha	9	physical	RIPK1	TRAF2
Q13546	O76080	1	TNFalpha	9	physical	RIPK1	ZFAND5
Q9Y572	Q14790	1	TNFalpha	9	physical	RIPK3	CASP8
Q9Y572	Q13158	1	TNFalpha	9	physical	RIPK3	FADD
Q9Y572	P15104	1	TNFalpha	9	physical	RIPK3	GLUL
Q9Y572	P06737	1	TNFalpha	9	physical	RIPK3	PYGL
Q9Y572	Q13546	1	TNFalpha	9	Phosphorylation	RIPK3	RIPK1
Q9Y572	Q13546	1	TNFalpha	9	physical	RIPK3	RIPK1
Q96BH1	Q04206	1	TNFalpha	9	physical	RNF25	RELA
P60602	Q07817	1	TNFalpha	9	physical	ROMO1	BCL2L1
P60602	Q14790	1	TNFalpha	9	physical	ROMO1	CASP8
P60602	Q13158	1	TNFalpha	9	physical	ROMO1	FADD
P60602	Q13546	1	TNFalpha	9	physical	ROMO1	RIPK1
P60602	Q15628	1	TNFalpha	9	physical	ROMO1	TRADD
P60602	Q12933	1	TNFalpha	9	physical	ROMO1	TRAF2
P62888	Q13233	1	TNFalpha	9	physical	RPL30	MAP3K1
P62888	Q99558	1	TNFalpha	9	physical	RPL30	MAP3K14
P62888	Q00653	1	TNFalpha	9	physical	RPL30	NFKB2
P36578	Q13233	1	TNFalpha	9	physical	RPL4	MAP3K1
P36578	Q99558	1	TNFalpha	9	physical	RPL4	MAP3K14
Q02878	Q99558	1	TNFalpha	9	physical	RPL6	MAP3K14
Q02878	Q00653	1	TNFalpha	9	physical	RPL6	NFKB2
P62917	Q99558	1	TNFalpha	9	physical	RPL8	MAP3K14
P62280	Q99558	1	TNFalpha	9	physical	RPS11	MAP3K14
P62277	Q13233	1	TNFalpha	9	physical	RPS13	MAP3K1
P62277	Q99558	1	TNFalpha	9	physical	RPS13	MAP3K14
P62277	Q00653	1	TNFalpha	9	physical	RPS13	NFKB2
O75582	Q04206	1	TNFalpha	9	Phosphorylation	RPS6KA5	RELA
O75582	Q04206	1	TNFalpha	9	physical	RPS6KA5	RELA
P23443	Q9BUZ4	1	TNFalpha	9	physical	RPS6KB1	TRAF4
P19793	P27986	1	TNFalpha	9	physical	RXRA	PIK3R1
O15027	Q00653	1	TNFalpha	9	physical	SEC16A	NFKB2
P63208	Q9Y297	1	TNFalpha	9	physical	SKP1	BTRC
P63208	Q13616	1	TNFalpha	9	physical	SKP1	CUL1
P63208	Q9UKB1	1	TNFalpha	9	physical	SKP1	FBXW11
P63208	P25963	1	TNFalpha	9	physical	SKP1	NFKBIA
P63208	Q15653	1	TNFalpha	9	physical	SKP1	NFKBIB
P63208	O00221	1	TNFalpha	9	physical	SKP1	NFKBIE
P51532	Q01201	1	TNFalpha	9	physical	SMARCA4	RELB
Q12824	Q01201	1	TNFalpha	9	physical	SMARCB1	RELB
Q92922	Q01201	1	TNFalpha	9	physical	SMARCC1	RELB
Q8TAQ2	Q01201	1	TNFalpha	9	physical	SMARCC2	RELB
Q969G3	Q01201	1	TNFalpha	9	physical	SMARCE1	RELB
Q9NY59	O75530	1	TNFalpha	9	physical	SMPD3	EED
Q9NY59	P63244	1	TNFalpha	9	physical	SMPD3	GNB2L1
Q9NY59	P19438	1	TNFalpha	9	physical	SMPD3	TNFRSF1A
Q07889	P62993	1	TNFalpha	9	physical	SOS1	GRB2
Q07889	Q07890	1	TNFalpha	9	physical	SOS1	SOS2
Q07889	P19438	1	TNFalpha	9	physical	SOS1	TNFRSF1A
Q07890	P62993	1	TNFalpha	9	physical	SOS2	GRB2
Q07890	Q07889	1	TNFalpha	9	physical	SOS2	SOS1
Q07890	P19438	1	TNFalpha	9	physical	SOS2	TNFRSF1A
O60271	P19838	1	TNFalpha	9	physical	SPAG9	NFKB1
P12931	O15111	1	TNFalpha	9	physical	SRC	CHUK
P12931	O15111	1	TNFalpha	9	Phosphorylation	SRC	CHUK
P12931	O14920	1	TNFalpha	9	Phosphorylation	SRC	IKBKB
P12931	O14920	1	TNFalpha	9	physical	SRC	IKBKB
P12931	P25963	1	TNFalpha	9	physical	SRC	NFKBIA
P12931	P25963	1	TNFalpha	9	Phosphorylation	SRC	NFKBIA
P42224	Q13158	1	TNFalpha	9	physical	STAT1	FADD
P42224	P20333	1	TNFalpha	9	physical	STAT1	TNFRSF1B
P42224	Q15628	1	TNFalpha	9	physical	STAT1	TRADD
P63165	P25963	1	TNFalpha	9	physical	SUMO1	NFKBIA
P43405	P19438	1	TNFalpha	9	physical	SYK	TNFRSF1A
P43405	P20333	1	TNFalpha	9	physical	SYK	TNFRSF1B
Q15750	O43318	1	TNFalpha	9	physical	TAB1	MAP3K7
Q15750	Q16539	1	TNFalpha	9	physical	TAB1	MAPK14
Q15750	Q9NYJ8	1	TNFalpha	9	physical	TAB1	TAB2
Q15750	Q8N5C8	1	TNFalpha	9	physical	TAB1	TAB3
Q15750	Q12933	1	TNFalpha	9	physical	TAB1	TRAF2
Q9NYJ8	O43318	1	TNFalpha	9	physical	TAB2	MAP3K7
Q9NYJ8	Q13546	1	TNFalpha	9	physical	TAB2	RIPK1
Q9NYJ8	Q15750	1	TNFalpha	9	physical	TAB2	TAB1
Q9NYJ8	Q8N5C8	1	TNFalpha	9	physical	TAB2	TAB3
Q9NYJ8	Q12933	1	TNFalpha	9	physical	TAB2	TRAF2
Q9NYJ8	Q9Y4K3	1	TNFalpha	9	physical	TAB2	TRAF6
Q8N5C8	O43318	1	TNFalpha	9	physical	TAB3	MAP3K7
Q8N5C8	P49116	1	TNFalpha	9	physical	TAB3	NR2C2
Q8N5C8	Q15750	1	TNFalpha	9	physical	TAB3	TAB1
Q8N5C8	Q9NYJ8	1	TNFalpha	9	physical	TAB3	TAB2
Q8N5C8	Q12933	1	TNFalpha	9	physical	TAB3	TRAF2
Q8N5C8	Q9Y4K3	1	TNFalpha	9	physical	TAB3	TRAF6
Q92844	Q9UHD2	1	TNFalpha	9	physical	TANK	TBK1
Q92844	Q12933	1	TNFalpha	9	physical	TANK	TRAF2
Q92844	Q13114	1	TNFalpha	9	physical	TANK	TRAF3
Q86VP1	O15111	1	TNFalpha	9	physical	TAX1BP1	CHUK
Q9UHD2	Q9Y297	1	TNFalpha	9	physical	TBK1	BTRC
Q9UHD2	Q16543	1	TNFalpha	9	physical	TBK1	CDC37
Q9UHD2	Q9UKB1	1	TNFalpha	9	physical	TBK1	FBXW11
Q9UHD2	P07900	1	TNFalpha	9	physical	TBK1	HSP90AA1
Q9UHD2	P08238	1	TNFalpha	9	physical	TBK1	HSP90AB1
Q9UHD2	Q9Y6K9	1	TNFalpha	9	physical	TBK1	IKBKG
Q9UHD2	P25963	1	TNFalpha	9	Phosphorylation	TBK1	NFKBIA
Q9UHD2	Q13200	1	TNFalpha	9	physical	TBK1	PSMD2
Q9UHD2	Q14644	1	TNFalpha	9	physical	TBK1	RASA3
Q9UHD2	Q92844	1	TNFalpha	9	physical	TBK1	TANK
Q9UHD2	A7MCY6	1	TNFalpha	9	physical	TBK1	TBKBP1
Q9UHD2	P01375	1	TNFalpha	9	physical	TBK1	TNF
Q9UHD2	P19438	1	TNFalpha	9	physical	TBK1	TNFRSF1A
Q9UHD2	P20333	1	TNFalpha	9	physical	TBK1	TNFRSF1B
Q9UHD2	Q15628	1	TNFalpha	9	physical	TBK1	TRADD
Q9UHD2	Q12933	1	TNFalpha	9	physical	TBK1	TRAF2
A7MCY6	Q9UHD2	1	TNFalpha	9	physical	TBKBP1	TBK1
Q96CG3	Q12933	1	TNFalpha	9	physical	TIFA	TRAF2
P01375	Q9Y297	1	TNFalpha	9	physical	TNF	BTRC
P01375	Q9UKB1	1	TNFalpha	9	physical	TNF	FBXW11
P01375	Q13200	1	TNFalpha	9	physical	TNF	PSMD2
P01375	Q14644	1	TNFalpha	9	physical	TNF	RASA3
P01375	Q9UHD2	1	TNFalpha	9	physical	TNF	TBK1
P01375	P19438	1	TNFalpha	9	physical	TNF	TNFRSF1A
P01375	P20333	1	TNFalpha	9	physical	TNF	TNFRSF1B
P01375	Q15628	1	TNFalpha	9	physical	TNF	TRADD
P01375	Q12933	1	TNFalpha	9	physical	TNF	TRAF2
P21580	Q14790	1	TNFalpha	9	physical	TNFAIP3	CASP8
P21580	Q13158	1	TNFalpha	9	physical	TNFAIP3	FADD
P21580	Q9Y6K9	1	TNFalpha	9	physical	TNFAIP3	IKBKG
P21580	Q99683	1	TNFalpha	9	physical	TNFAIP3	MAP3K5
P21580	Q13546	1	TNFalpha	9	Deubiquitination	TNFAIP3	RIPK1
P21580	Q13546	1	TNFalpha	9	physical	TNFAIP3	RIPK1
P21580	Q13546	1	TNFalpha	9	Ubiquitination	TNFAIP3	RIPK1
P21580	P19438	1	TNFalpha	9	physical	TNFAIP3	TNFRSF1A
P21580	Q8NFZ5	1	TNFalpha	9	physical	TNFAIP3	TNIP2
P21580	Q13077	1	TNFalpha	9	physical	TNFAIP3	TRAF1
P21580	Q12933	1	TNFalpha	9	physical	TNFAIP3	TRAF2
P21580	O76080	1	TNFalpha	9	physical	TNFAIP3	ZFAND5
Q9Y6Q6	Q9Y4K3	1	TNFalpha	9	physical	TNFRSF11A	TRAF6
P19438	O95429	1	TNFalpha	9	physical	TNFRSF1A	BAG4
P19438	Q13490	1	TNFalpha	9	physical	TNFRSF1A	BIRC2
P19438	Q9Y297	1	TNFalpha	9	physical	TNFRSF1A	BTRC
P19438	Q14790	1	TNFalpha	9	physical	TNFRSF1A	CASP8
P19438	Q03135	1	TNFalpha	9	physical	TNFRSF1A	CAV1
P19438	O15111	1	TNFalpha	9	physical	TNFRSF1A	CHUK
