#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
Q08117	P10275	1	AndrogenReceptor	2	physical	AES	AR
P48552	P10275	1	AndrogenReceptor	2	physical	NRIP1	AR
Q96L73	P10275	1	AndrogenReceptor	2	physical	NSD1	AR
Q9UQ80	P10275	1	AndrogenReceptor	2	physical	PA2G4	AR
Q9NQU5	P10275	1	AndrogenReceptor	2	physical	PAK6	AR
Q9NQU5	P10275	1	AndrogenReceptor	2	Phosphorylation	PAK6	AR
Q99497	P10275	1	AndrogenReceptor	2	physical	PARK7	AR
Q99497	Q5THR3	1	AndrogenReceptor	2	physical	PARK7	EFCAB6
P09874	P10275	1	AndrogenReceptor	2	physical	PARP1	AR
P09874	P07900	1	AndrogenReceptor	2	physical	PARP1	HSP90AA1
P09874	P14625	1	AndrogenReceptor	2	physical	PARP1	HSP90B1
P09874	P08107	1	AndrogenReceptor	2	physical	PARP1	HSPA1A
P09874	P11021	1	AndrogenReceptor	2	physical	PARP1	HSPA5
P09874	P11142	1	AndrogenReceptor	2	physical	PARP1	HSPA8
P09874	P11387	1	AndrogenReceptor	2	physical	PARP1	TOP1
P09874	P12956	1	AndrogenReceptor	2	physical	PARP1	XRCC6
Q9HBE1	P10275	1	AndrogenReceptor	2	physical	PATZ1	AR
Q9HBE1	P78317	1	AndrogenReceptor	2	physical	PATZ1	RNF4
Q8IZL8	P10275	1	AndrogenReceptor	2	physical	PELP1	AR
Q8IZL8	Q14192	1	AndrogenReceptor	2	physical	PELP1	FHL2
Q8IZL8	P12931	1	AndrogenReceptor	2	physical	PELP1	SRC
O75925	P10275	1	AndrogenReceptor	2	physical	PIAS1	AR
O75928	P10275	1	AndrogenReceptor	2	physical	PIAS2	AR
Q9Y6X2	P10275	1	AndrogenReceptor	2	physical	PIAS3	AR
Q9Y6X2	P40763	1	AndrogenReceptor	2	physical	PIAS3	STAT3
Q8N2W9	P10275	1	AndrogenReceptor	2	physical	PIAS4	AR
P27986	P10275	1	AndrogenReceptor	2	physical	PIK3R1	AR
P27986	O00459	1	AndrogenReceptor	2	physical	PIK3R1	PIK3R2
P27986	Q05397	1	AndrogenReceptor	2	physical	PIK3R1	PTK2
P27986	P12931	1	AndrogenReceptor	2	physical	PIK3R1	SRC
O00459	P27986	1	AndrogenReceptor	2	physical	PIK3R2	PIK3R1
O00459	Q05397	1	AndrogenReceptor	2	physical	PIK3R2	PTK2
Q9UM63	P10275	1	AndrogenReceptor	2	physical	PLAGL1	AR
Q12796	P10275	1	AndrogenReceptor	2	physical	PNRC1	AR
P14859	P10275	1	AndrogenReceptor	2	physical	POU2F1	AR
Q15181	P10275	1	AndrogenReceptor	2	Dephosphorylation	PPA1	AR
P62136	P10275	1	AndrogenReceptor	2	physical	PPP1CA	AR
Q06830	P10275	1	AndrogenReceptor	2	physical	PRDX1	AR
Q99873	P10275	1	AndrogenReceptor	2	physical	PRMT1	AR
P55345	P10275	1	AndrogenReceptor	2	physical	PRMT2	AR
Q9P2W1	P10275	1	AndrogenReceptor	2	physical	PSMC3IP	AR
P60484	P10275	1	AndrogenReceptor	2	physical	PTEN	AR
Q05397	P27986	1	AndrogenReceptor	2	physical	PTK2	PIK3R1
Q05397	O00459	1	AndrogenReceptor	2	physical	PTK2	PIK3R2
P49023	P10275	1	AndrogenReceptor	2	physical	PXN	AR
P60763	P10275	1	AndrogenReceptor	2	physical	RAC3	AR
Q9Y4B4	P10275	1	AndrogenReceptor	2	physical	RAD54L2	AR
P62826	P10275	1	AndrogenReceptor	2	physical	RAN	AR
Q96S59	P10275	1	AndrogenReceptor	2	physical	RANBP9	AR
P06400	P10275	1	AndrogenReceptor	2	physical	RB1	AR
P06400	Q14686	1	AndrogenReceptor	2	physical	RB1	NCOA6
Q9NYW8	P10275	1	AndrogenReceptor	2	physical	RBAK	AR
Q96PM5	P10275	1	AndrogenReceptor	2	physical	RCHY1	AR
Q9UBS8	P10275	1	AndrogenReceptor	2	physical	RNF14	AR
P78317	P10275	1	AndrogenReceptor	2	physical	RNF4	AR
P78317	Q9HBE1	1	AndrogenReceptor	2	physical	RNF4	PATZ1
Q9Y252	P10275	1	AndrogenReceptor	2	Ubiquitination	RNF6	AR
Q01196	P10275	1	AndrogenReceptor	2	physical	RUNX1	AR
Q13950	P10275	1	AndrogenReceptor	2	physical	RUNX2	AR
Q9P0U3	Q13547	1	AndrogenReceptor	2	Desumoylation	SENP1	HDAC1
Q15637	P10275	1	AndrogenReceptor	2	physical	SF1	AR
Q96ST3	P10275	1	AndrogenReceptor	2	physical	SIN3A	AR
Q96ST3	Q5THR3	1	AndrogenReceptor	2	physical	SIN3A	EFCAB6
Q96ST3	Q13547	1	AndrogenReceptor	2	physical	SIN3A	HDAC1
Q96ST3	P22301	1	AndrogenReceptor	2	physical	SIN3A	IL10
Q96EB6	P10275	1	AndrogenReceptor	2	physical	SIRT1	AR
P12235	P10275	1	AndrogenReceptor	2	physical	SLC25A4	AR
P84022	P10275	1	AndrogenReceptor	2	physical	SMAD3	AR
Q92922	P10275	1	AndrogenReceptor	2	physical	SMARCC1	AR
Q92922	Q15788	1	AndrogenReceptor	2	physical	SMARCC1	NCOA1
Q969G3	P10275	1	AndrogenReceptor	2	physical	SMARCE1	AR
Q9Y675	P10275	1	AndrogenReceptor	2	physical	SNURF	AR
P08047	P10275	1	AndrogenReceptor	2	physical	SP1	AR
O95238	P10275	1	AndrogenReceptor	2	physical	SPDEF	AR
P12931	P10275	1	AndrogenReceptor	2	physical	SRC	AR
P12931	P03372	1	AndrogenReceptor	2	physical	SRC	ESR1
P12931	Q8IZL8	1	AndrogenReceptor	2	physical	SRC	PELP1
P12931	P27986	1	AndrogenReceptor	2	physical	SRC	PIK3R1
Q05066	P10275	1	AndrogenReceptor	2	physical	SRY	AR
P40763	P10275	1	AndrogenReceptor	2	physical	STAT3	AR
P40763	Q9Y6X2	1	AndrogenReceptor	2	physical	STAT3	PIAS3
Q9UNE7	P10275	1	AndrogenReceptor	2	physical	STUB1	AR
O95425	P10275	1	AndrogenReceptor	2	physical	SVIL	AR
P15884	P10275	1	AndrogenReceptor	2	physical	TCF4	AR
P15884	P35222	1	AndrogenReceptor	2	physical	TCF4	CTNNB1
O43294	P10275	1	AndrogenReceptor	2	physical	TGFB1I1	AR
Q8IXH7	P10275	1	AndrogenReceptor	2	physical	TH1L	AR
P82094	P10275	1	AndrogenReceptor	2	physical	TMF1	AR
P11387	P10275	1	AndrogenReceptor	2	physical	TOP1	AR
P11387	P07900	1	AndrogenReceptor	2	physical	TOP1	HSP90AA1
P11387	P14625	1	AndrogenReceptor	2	physical	TOP1	HSP90B1
P11387	P08107	1	AndrogenReceptor	2	physical	TOP1	HSPA1A
P11387	P11021	1	AndrogenReceptor	2	physical	TOP1	HSPA5
P11387	P11142	1	AndrogenReceptor	2	physical	TOP1	HSPA8
P11387	P09874	1	AndrogenReceptor	2	physical	TOP1	PARP1
P11387	P12956	1	AndrogenReceptor	2	physical	TOP1	XRCC6
Q6AZZ1	P10275	1	AndrogenReceptor	2	physical	TRIM68	AR
Q6AZZ1	Q09472	1	AndrogenReceptor	2	physical	TRIM68	EP300
Q6AZZ1	Q92993	1	AndrogenReceptor	2	physical	TRIM68	KAT5
TZF	P10275	1	AndrogenReceptor	2	physical	TZF	AR
P63279	P10275	1	AndrogenReceptor	2	Sumoylation	UBE2I	AR
P63279	P10275	1	AndrogenReceptor	2	physical	UBE2I	AR
Q05086	P10275	1	AndrogenReceptor	2	physical	UBE3A	AR
Q9UBK9	P10275	1	AndrogenReceptor	2	physical	UXT	AR
O96028	P10275	1	AndrogenReceptor	2	physical	WHSC1	AR
P13010	P10275	1	AndrogenReceptor	2	physical	XRCC5	AR
P12956	P10275	1	AndrogenReceptor	2	physical	XRCC6	AR
P12956	P07900	1	AndrogenReceptor	2	physical	XRCC6	HSP90AA1
P12956	P14625	1	AndrogenReceptor	2	physical	XRCC6	HSP90B1
P12956	P08107	1	AndrogenReceptor	2	physical	XRCC6	HSPA1A
P12956	P11021	1	AndrogenReceptor	2	physical	XRCC6	HSPA5
P12956	P11142	1	AndrogenReceptor	2	physical	XRCC6	HSPA8
P12956	P09874	1	AndrogenReceptor	2	physical	XRCC6	PARP1
P12956	P11387	1	AndrogenReceptor	2	physical	XRCC6	TOP1
Q9ULJ6	P10275	1	AndrogenReceptor	2	physical	ZMIZ1	AR
Q8NF64	P10275	1	AndrogenReceptor	2	physical	ZMIZ2	AR
